INFO:root:Iteration: 0, Loss: 1.7917594909667969, Accuracy: 0.0, Validation Accuracy: 0.78125, Validation Loss: 1.7794959545135498
INFO:root:Iteration: 605, Loss: 1.2200727462768555, Accuracy: 0.5703125, Validation Accuracy: 0.6640625, Validation Loss: 1.2054462432861328
INFO:root:Iteration: 610, Loss: 0.9916272163391113, Accuracy: 0.671875, Validation Accuracy: 0.7578125, Validation Loss: 0.9204058647155762
INFO:root:Iteration: 615, Loss: 1.1660807132720947, Accuracy: 0.5859375, Validation Accuracy: 0.7265625, Validation Loss: 0.9593494534492493
INFO:root:Iteration: 620, Loss: 1.0534446239471436, Accuracy: 0.6796875, Validation Accuracy: 0.5859375, Validation Loss: 1.1476582288742065
INFO:root:Iteration: 625, Loss: 1.0864522457122803, Accuracy: 0.65625, Validation Accuracy: 0.78125, Validation Loss: 0.9681386351585388
INFO:root:Iteration: 630, Loss: 1.2146823406219482, Accuracy: 0.5625, Validation Accuracy: 0.5546875, Validation Loss: 1.2788641452789307
INFO:root:Iteration: 635, Loss: 1.1973904371261597, Accuracy: 0.6328125, Validation Accuracy: 0.7578125, Validation Loss: 0.8265483379364014
INFO:root:Iteration: 640, Loss: 0.9822170734405518, Accuracy: 0.71875, Validation Accuracy: 0.6484375, Validation Loss: 1.0292773246765137
INFO:root:Iteration: 645, Loss: 1.1500556468963623, Accuracy: 0.609375, Validation Accuracy: 0.5625, Validation Loss: 1.3667404651641846
INFO:root:Iteration: 650, Loss: 1.0785342454910278, Accuracy: 0.6640625, Validation Accuracy: 0.703125, Validation Loss: 0.988311231136322
INFO:root:Iteration: 655, Loss: 1.0870487689971924, Accuracy: 0.65625, Validation Accuracy: 0.578125, Validation Loss: 1.1565732955932617
INFO:root:Iteration: 660, Loss: 0.9878455400466919, Accuracy: 0.6953125, Validation Accuracy: 0.3828125, Validation Loss: 1.5961458683013916
INFO:root:Iteration: 665, Loss: 1.0622820854187012, Accuracy: 0.65625, Validation Accuracy: 0.6796875, Validation Loss: 0.9312866926193237
INFO:root:Iteration: 670, Loss: 1.0625832080841064, Accuracy: 0.6328125, Validation Accuracy: 0.5, Validation Loss: 1.2605969905853271
INFO:root:Iteration: 675, Loss: 1.1519471406936646, Accuracy: 0.5859375, Validation Accuracy: 0.6484375, Validation Loss: 1.0843967199325562
INFO:root:Iteration: 680, Loss: 1.018937587738037, Accuracy: 0.703125, Validation Accuracy: 0.6484375, Validation Loss: 1.030271291732788
INFO:root:Iteration: 685, Loss: 1.2871506214141846, Accuracy: 0.5546875, Validation Accuracy: 0.6484375, Validation Loss: 1.1029349565505981
INFO:root:Iteration: 690, Loss: 1.167100191116333, Accuracy: 0.59375, Validation Accuracy: 0.65625, Validation Loss: 1.1516553163528442
INFO:root:Iteration: 695, Loss: 0.9938929677009583, Accuracy: 0.7265625, Validation Accuracy: 0.6328125, Validation Loss: 1.1174191236495972
INFO:root:Iteration: 700, Loss: 1.0737802982330322, Accuracy: 0.6484375, Validation Accuracy: 0.6484375, Validation Loss: 1.1153584718704224
INFO:root:Saved Checkpoint at iteration 0 and path ./tensorboard_RNN/model0.ckpt
INFO:root:################################################################################################
INFO:root:Finished Epoch 0
INFO:root:Iteration: 0, Loss: 1.186379075050354, Accuracy: 0.625, Validation Accuracy: 0.734375, Validation Loss: 1.0461294651031494
INFO:root:Saved Checkpoint at iteration 0 and path ./tensorboard_RNN/model0.ckpt
INFO:root:Iteration: 10, Loss: 1.2053272724151611, Accuracy: 0.59375, Validation Accuracy: 0.5859375, Validation Loss: 1.2705588340759277
INFO:root:Iteration: 20, Loss: 1.1398208141326904, Accuracy: 0.59375, Validation Accuracy: 0.7734375, Validation Loss: 0.8029124140739441
INFO:root:Iteration: 30, Loss: 1.2743314504623413, Accuracy: 0.5546875, Validation Accuracy: 0.640625, Validation Loss: 1.0508289337158203
INFO:root:Iteration: 40, Loss: 1.0747792720794678, Accuracy: 0.6484375, Validation Accuracy: 0.4765625, Validation Loss: 1.5560716390609741
INFO:root:Iteration: 50, Loss: 1.1940745115280151, Accuracy: 0.578125, Validation Accuracy: 0.6953125, Validation Loss: 1.0133885145187378
INFO:root:Iteration: 60, Loss: 1.046796441078186, Accuracy: 0.671875, Validation Accuracy: 0.5703125, Validation Loss: 1.1697971820831299
INFO:root:Iteration: 70, Loss: 1.0397424697875977, Accuracy: 0.6796875, Validation Accuracy: 0.4453125, Validation Loss: 1.5214561223983765
INFO:root:Iteration: 80, Loss: 1.3121271133422852, Accuracy: 0.5625, Validation Accuracy: 0.8046875, Validation Loss: 0.7769769430160522
INFO:root:Iteration: 90, Loss: 1.1568355560302734, Accuracy: 0.6484375, Validation Accuracy: 0.5546875, Validation Loss: 1.1844024658203125
INFO:root:Iteration: 100, Loss: 1.2764346599578857, Accuracy: 0.5859375, Validation Accuracy: 0.6484375, Validation Loss: 1.0794607400894165
INFO:root:Iteration: 110, Loss: 1.1299338340759277, Accuracy: 0.6171875, Validation Accuracy: 0.6796875, Validation Loss: 0.9881589412689209
INFO:root:Iteration: 120, Loss: 1.294353723526001, Accuracy: 0.546875, Validation Accuracy: 0.625, Validation Loss: 1.1407520771026611
INFO:root:Iteration: 130, Loss: 1.195957899093628, Accuracy: 0.5859375, Validation Accuracy: 0.609375, Validation Loss: 1.2210233211517334
INFO:root:Iteration: 140, Loss: 1.2539136409759521, Accuracy: 0.5703125, Validation Accuracy: 0.59375, Validation Loss: 1.1691055297851562
INFO:root:Iteration: 150, Loss: 1.204960823059082, Accuracy: 0.59375, Validation Accuracy: 0.6171875, Validation Loss: 1.145580768585205
INFO:root:Iteration: 160, Loss: 1.329400897026062, Accuracy: 0.5390625, Validation Accuracy: 0.4375, Validation Loss: 1.3688470125198364
INFO:root:Iteration: 170, Loss: 1.2095446586608887, Accuracy: 0.578125, Validation Accuracy: 0.515625, Validation Loss: 1.3012367486953735
INFO:root:Iteration: 180, Loss: 1.2605178356170654, Accuracy: 0.578125, Validation Accuracy: 0.5625, Validation Loss: 1.2754822969436646
INFO:root:Iteration: 190, Loss: 1.327335238456726, Accuracy: 0.5625, Validation Accuracy: 0.6015625, Validation Loss: 1.1753995418548584
INFO:root:Iteration: 200, Loss: 1.2008206844329834, Accuracy: 0.5859375, Validation Accuracy: 0.6328125, Validation Loss: 1.008338451385498
INFO:root:Saved Checkpoint at iteration 100 and path ./tensorboard_RNN/model100.ckpt
INFO:root:Iteration: 210, Loss: 1.163257360458374, Accuracy: 0.625, Validation Accuracy: 0.390625, Validation Loss: 1.714568853378296
INFO:root:Iteration: 220, Loss: 1.3055672645568848, Accuracy: 0.5546875, Validation Accuracy: 0.703125, Validation Loss: 0.9330351948738098
INFO:root:Iteration: 230, Loss: 1.220564365386963, Accuracy: 0.5859375, Validation Accuracy: 0.7265625, Validation Loss: 0.9698558449745178
INFO:root:Iteration: 240, Loss: 1.367797613143921, Accuracy: 0.5234375, Validation Accuracy: 0.578125, Validation Loss: 1.1434531211853027
INFO:root:Iteration: 250, Loss: 1.1782958507537842, Accuracy: 0.625, Validation Accuracy: 0.8125, Validation Loss: 0.8533996343612671
INFO:root:Iteration: 260, Loss: 1.1754642724990845, Accuracy: 0.6015625, Validation Accuracy: 0.7734375, Validation Loss: 0.9006549715995789
INFO:root:Iteration: 270, Loss: 1.033241868019104, Accuracy: 0.671875, Validation Accuracy: 0.75, Validation Loss: 0.9188626408576965
INFO:root:Iteration: 280, Loss: 1.1784396171569824, Accuracy: 0.5859375, Validation Accuracy: 0.3359375, Validation Loss: 1.5624010562896729
INFO:root:Iteration: 290, Loss: 1.220106601715088, Accuracy: 0.5625, Validation Accuracy: 0.5703125, Validation Loss: 1.1944546699523926
INFO:root:Iteration: 300, Loss: 1.261439561843872, Accuracy: 0.53125, Validation Accuracy: 0.796875, Validation Loss: 0.8401700258255005
INFO:root:Iteration: 310, Loss: 1.0758492946624756, Accuracy: 0.625, Validation Accuracy: 0.53125, Validation Loss: 1.2182236909866333
INFO:root:Iteration: 320, Loss: 0.9933640956878662, Accuracy: 0.703125, Validation Accuracy: 0.6171875, Validation Loss: 1.2040693759918213
INFO:root:Iteration: 330, Loss: 1.1982372999191284, Accuracy: 0.609375, Validation Accuracy: 0.5234375, Validation Loss: 1.17853844165802
INFO:root:Iteration: 340, Loss: 1.0588226318359375, Accuracy: 0.6796875, Validation Accuracy: 0.515625, Validation Loss: 1.2273749113082886
INFO:root:Iteration: 350, Loss: 1.1775773763656616, Accuracy: 0.6015625, Validation Accuracy: 0.7890625, Validation Loss: 0.8797612190246582
INFO:root:Iteration: 360, Loss: 1.1039801836013794, Accuracy: 0.6484375, Validation Accuracy: 0.828125, Validation Loss: 0.8014719486236572
INFO:root:Iteration: 370, Loss: 1.0837875604629517, Accuracy: 0.6484375, Validation Accuracy: 0.75, Validation Loss: 0.9089563488960266
INFO:root:Iteration: 380, Loss: 1.1894032955169678, Accuracy: 0.6171875, Validation Accuracy: 0.609375, Validation Loss: 1.1690752506256104
INFO:root:Iteration: 390, Loss: 1.1223607063293457, Accuracy: 0.640625, Validation Accuracy: 0.7265625, Validation Loss: 1.028836727142334
INFO:root:Iteration: 400, Loss: 1.0690984725952148, Accuracy: 0.6640625, Validation Accuracy: 0.625, Validation Loss: 1.1670665740966797
INFO:root:Saved Checkpoint at iteration 200 and path ./tensorboard_RNN/model200.ckpt
INFO:root:Iteration: 410, Loss: 1.1811721324920654, Accuracy: 0.6015625, Validation Accuracy: 0.78125, Validation Loss: 0.8340427279472351
INFO:root:Iteration: 420, Loss: 1.191047191619873, Accuracy: 0.59375, Validation Accuracy: 0.609375, Validation Loss: 1.0964820384979248
INFO:root:Iteration: 430, Loss: 1.1436892747879028, Accuracy: 0.6328125, Validation Accuracy: 0.453125, Validation Loss: 1.5470507144927979
